Mean,STD,Kurtosis,Skewness,Class
2.026755853,16.52349963,9.749287863,106.19266259999999,0
0.988294314,13.81288708,15.17524002,240.02732830000002,0
5.790133779,27.09546365,5.514137851,32.89851474,0
2.193979933,18.76845795,9.199617063,88.63984058,0
1.095317726,10.38647555,15.9324081,327.76839069999994,0
2.069397993,14.35454201,11.05503987,150.6634825,0
1.638795987,11.93460301,12.15731657,199.32187919999998,0
2.431438127,14.25347983,8.875417058,107.30586540000002,0
17.23244147,51.20946379,2.8771389239999996,6.890868325,0
3.8729096989999996,19.11347653,7.307133085,65.20316673,0
3.494147157,19.02601104,7.438740515,66.31017992,0
1.89548495,16.8777806,10.0880338,110.6269233,0
2.056020067,12.94254239,10.47886097,152.8372479,0
10.48494983,39.57310589,3.807679388,13.664577800000002,0
6.027591973,27.80342021,5.435981217999999,31.26290481,0
23.09615385,53.59511551,2.296400156,4.183569225,0
1.190635452,13.38429092,13.87196488,214.79844869999997,0
4.076086957,22.25648746,6.7176757689999995,50.20346209,0
1.5777591969999998,12.40009468,11.76194108,180.0012011,0
2.091137124,13.42497629,11.04466852,161.63376069999998,0
1.069397993,10.461637199999998,15.38760427,312.79167160000003,0
3.665551839,22.73844704,7.046586334,54.178230799999994,0
2.876254181,16.41639622,7.526804972000001,72.00044829,0
2.968227425,20.39486444,7.841162421,66.65117878,0
19.28010033,56.00214376,2.8754912260000003,6.861891535,1
0.956521739,10.09684457,16.78257025,360.55972510000004,0
2.872073579,17.50789185,8.789589629,93.43310791,0
1.5468227419999998,13.07907447,11.28079338,159.9311114,0
2.051839465,16.10144435,10.46302746,128.7150407,0
15.50919732,49.37337186,3.287572216,9.665575476,0
1.6948160540000001,16.05835949,11.60885779,148.63474530000002,0
2.581103679,15.45186541,8.55801915,94.23542635,0
0.988294314,11.32079494,14.76318729,261.5906109,0
2.3812709030000003,14.42075974,9.397771772999999,115.82877409999999,0
0.387123746,8.525378291,25.46306919,703.2621278,0
0.72993311,10.69483076,17.63448881,349.9504888,0
1.406354515,11.69757256,13.32743044,224.94899130000002,0
9.711538462,39.50726491,4.199404691,16.95598863,0
2.066889632,16.59206223,9.539052996,101.2781688,0
11.57943144,42.4971714,3.616210073,11.85690397,0
3.272575251,18.12939234,7.240234517999999,63.00567017,0
2.586120401,14.732172199999997,8.58374568,99.32530524,0
26.07525084,61.91073536,2.204075211,3.376113044,0
6.112876254,31.83921461,5.593785604,31.25637134,0
12.85117057,43.92271934,3.474985058,11.07292131,0
3.428093645,17.79643383,7.050441726,61.66259441,0
2.439799331,16.7386128,9.648613261,109.1909892,0
146.7257525,75.39944935,-0.29078496,-1.2193067359999998,1
1.512541806,15.16709638,12.24246619,168.2836997,0
3.408862876,19.688737300000003,7.148087277,58.75898172,0
1.949832776,13.20329181,10.37167159,143.27388380000002,0
3.10367893,23.05299884,7.984051958999999,66.29706521,0
4.346989967,26.75062902,6.749734732,47.03064073,0
2.79264214,20.52106706,8.034259963,68.04746793,0
2.455685619,15.09226505,8.718729339,97.67946437,0
1.092809365,11.30160768,14.77990854,265.4591972,0
3.280936455,17.27801407,7.2943915,67.42143142,0
8.611204013,34.76781815,4.279058032,18.12586943,0
16.4590301,47.31947735,3.084529416,8.940259466,1
11.50250836,40.27764213,3.5697314369999997,11.96257793,0
4.277591973,21.44538524,6.3981412220000005,46.73208031,0
1.965719064,11.39205535,11.96927547,216.8112463,0
2.31187291,18.01649819,9.934587098,111.348074,0
2.2892976590000003,14.8038994,9.237880114,108.4713733,0
1.320234114,12.71702406,13.7907905,223.76267,0
4.650501672,25.66972355,6.217865152000001,40.98738839999999,0
4.408026756,22.74478298,6.091345229,40.9731114,0
6.796822742000001,34.074206200000006,5.130599015,25.61867365,0
6.0409699,26.80661253,4.997010294,26.6342542,0
2.7909699,16.72779671,7.731253516000001,74.10457001,0
1.610367893,13.73258799,11.24840725,150.1956715,0
1.632107023,15.21650132,10.60908289,125.04177469999999,0
1.727424749,13.04722386,11.28352502,162.07512649999998,0
6.6212374579999995,33.46509464,5.277951757,27.2734502,0
2.415551839,18.02795281,8.828613361,86.79989428,1
9.810200669,35.19256529,3.6427191160000003,12.50794414,0
1.6212374580000002,12.85152609,11.14062749,160.91384490000002,0
2.87458194,16.79353244,8.821544558,96.79106969,0
1.469063545,14.84270525,11.92974816,156.2173396,0
4.634615385,24.65869576,6.563250812000001,46.8314903,0
3.7006688960000003,20.66185067,7.510826871,65.932084,0
2.370401338,20.10343055,9.292539539,90.72494602,0
3.7215719060000003,23.10667214,7.153364366,55.73816753,0
2.051839465,17.38528541,10.63260503,123.0040784,0
4.02090301,22.58999981,6.59828238,47.59722292,0
13.48076923,42.15783527,3.0528260389999997,8.164593538,0
1.62541806,14.0891864,12.23472649,177.1219025,0
1.79180602,14.59787517,12.00652401,167.6265639,0
2.067725753,17.13592898,9.422644494,96.80477764,0
2.733277592,16.79887706,8.08768427,78.76405109999999,0
19.83026756,49.13520137,2.398019186,4.701859101,0
1.9005016719999999,14.44899806,9.927803007,120.28763629999999,0
10.77341137,40.10837737,3.922105487,14.91596239,0
4.1329431439999995,21.85467856,6.976457901,56.73220103,0
1.653846154,16.182402300000003,11.78230775,152.5823754,0
2.714882943,16.05237496,8.570898208,92.52101233,0
1.852006689,13.13433313,11.37918902,165.00996980000002,0
1.813545151,13.58016643,10.15685338,133.1339317,0
1.627090301,14.68008008,10.99141172,139.5509004,1
3.073578595,17.18295037,8.019439061,78.35186627,0
2.018394649,17.54172273,10.01713233,107.6601567,0
27.004180600000005,68.75577798,2.302242486,3.5793744710000004,0
1.179765886,12.74710113,13.34828343,205.7338682,0
70.51254181,65.47230523,1.102049947,0.7820559979999999,1
2.001672241,12.48684916,11.04600341,172.0810612,0
4.766722408,23.68766093,5.910510212999999,38.7307576,0
1.404682274,13.86714717,12.26836746,173.5870656,0
5.804347826,33.01218759,6.016745178,35.38941361,0
1.198996656,16.69695061,14.0346739,195.5508102,0
7.439799331000001,32.07071338,4.76709962,22.7987271,0
9.616220736,34.31962743,3.831452282,14.83679793,0
2.0409699,12.95654535,10.75799587,155.2134131,0
1.8260869569999998,16.09825148,10.43605576,121.4704771,0
3.0710702339999996,19.50865855,7.672466015,65.99013426,0
2.294314381,13.83516197,9.195981017000001,117.0205517,0
4.651337793,26.96745852,6.164368929,38.74751018,0
3.8938127089999996,19.92241461,6.895456365,55.96095373,0
3.693979933,20.17714187,7.222250439,60.78298507,0
1.648829431,11.33462259,12.67379972,229.5430289,0
1.9590300999999999,13.70432494,10.42852777,139.67136680000002,0
2.35451505,17.24372033,9.291448732000001,100.2919104,0
5.914715719,27.29835315,5.1904136119999995,29.33438934,0
9.627926421,38.89314565,4.072052584,15.59890754,0
2.08277592,19.14167399,10.14673318,107.6216551,1
3.7474916389999997,20.40082755,6.610455003999999,49.70867012,0
2.424749164,14.26206663,9.224601429,114.01002749999999,0
2.64632107,15.26245842,8.322596611,90.98396033,0
3.254180602,21.39473588,7.802422953,65.06109868,0
2.216555184,13.98012541,9.518078396,120.51799220000001,0
2.7408026760000004,21.10781467,8.834994264,80.83527699,0
0.8938127090000001,11.43929427,15.33564286,269.5730017,0
4.39548495,23.00436078,6.869967636,53.53843277,0
2.7382943139999996,18.78569259,8.464979927,82.99464086,0
1.952341137,13.99391541,10.253331900000001,132.5447885,0
4.956521738999999,26.1497127,5.711101285,34.02872103,0
2.529264214,21.70368971,8.942403417000001,81.85268992,0
1.496655518,15.69624358,11.9715492,156.1260881,0
1.759197324,12.03237859,12.14303861,198.909211,0
4.627926421000001,21.41635021,5.797639069,40.05582145,0
1.065217391,12.33428323,14.14140861,230.3871918,0
2.890468227,19.47476395,8.198444031000001,76.72879938,0
4.212374582,25.05846103,6.854449719,49.36971326,0
3.532608696,18.51736346,7.170142749,63.89881081,0
1.4983277590000001,13.39192453,11.79737373,165.3707021,0
6.178093645,26.55216778,4.848897911,25.64934171,0
1.990802676,14.36606051,11.58574315,168.1867844,0
1.738294314,12.70652422,11.43935618,170.91795080000003,0
2.602006689,20.5954535,8.635317148,77.80801290000001,0
4.846153846,25.815619899999998,6.290889126000001,42.01990703,0
3.7801003339999997,23.40506274,7.252385865,56.8239956,0
3.204013378,17.17785726,7.494587932999999,74.0031036,0
1.4824414719999999,12.95905022,12.24291123,180.15884419999998,0
2.099498328,13.05747392,10.01359091,140.8941513,0
2.4757525080000002,14.1465779,8.770640369,107.97017279999999,0
33.88879599,70.39834229,1.68945962,1.031847457,0
1.758361204,15.98596705,11.56706427,148.9159333,0
7.983277592,36.657363000000004,4.888889599,23.67535368,1
8.266722408,34.83890201,4.793381771,24.03204757,1
2.199832776,18.14723414,9.817278966,106.35000819999999,0
13.31354515,45.37725017,3.3897031369999997,10.35468121,0
6.046822742000001,27.81417341,5.493818302999999,31.97879421,0
4.530100334,23.18754272,6.3755367089999995,45.40109451,0
2.8871237460000003,21.37751455,8.207283966,71.57354577,0
2.511705686,16.36010003,9.076729981,98.37820498,0
6.438963211,33.31175012,5.432521828,29.39655189,0
2.025083612,15.702002499999999,9.84924321,113.15127269999999,0
2.010033445,13.63437642,10.02234589,132.12562309999998,0
1.837792642,11.313063,12.35506323,225.06121230000002,0
2.58361204,19.799341199999997,8.163108156,69.78019444,0
3.327759197,21.93898346,7.633627793,63.68797889,0
1.31270903,14.08879648,12.47315047,170.31635680000002,0
2.944816054,18.162964399999996,8.117147009,77.45567845,0
2.029264214,16.25913625,10.23665999,117.9704993,0
3.260869565,19.96344085,7.897635851,72.27108382,0
2.388795987,20.25688309,9.384315201,93.54150264,0
1.656354515,14.31062945,11.44668289,153.0117113,0
2.346153846,14.86726928,9.468970582999999,112.13651509999998,0
23.2909699,59.90103839,2.301092596,3.5700909789999997,0
12.97157191,38.49884932,3.799727502,14.99083404,1
93.58695652,89.54225828,0.38388722299999994,-1.31902556,1
15.51505017,48.87242564,3.185366727,9.164035552,1
0.595317726,10.08617277,19.64138175,424.7721695,0
1.9155518390000001,15.44248339,9.68587082,108.75860530000001,0
2.4874581940000002,15.3319134,8.515076781,92.90094920000001,0
127.63628759999999,94.41068219,-0.276184541,-1.578509451,0
2.95735786,16.58536308,8.54080181,92.47603748,0
1.4857859530000002,11.68248977,12.58049824,214.6180301,0
88.33361204,78.91144803,0.5884619179999999,-0.8072716740000001,1
1.327759197,15.19289347,13.04817297,183.0110824,0
184.5259197,62.91485857,-1.0192634520000001,0.17696067399999998,1
211.94899669999998,54.01031031,-2.556795187,5.768457521,0
2.086120401,13.54165287,10.78893346,153.0203378,0
1.185618729,12.3220712,13.38378011,211.4591628,0
0.842809365,11.235635499999999,16.35994665,301.2815193,0
5.31270903,27.87623517,5.6234277420000005,32.60633712,0
1.403846154,11.30542617,13.6333761,246.7427472,0
6.391304347999999,28.451403000000003,5.169073396,28.18852697,0
152.958194,74.57931015,-1.17023022,0.038816672999999996,0
2.280100334,16.37849675,8.963557937000001,94.28866140000001,0
1.72993311,17.0579812,11.70664214,147.0344346,0
3.4924749160000004,25.76263096,7.7303078339999995,60.32718532,0
3.581103679,19.26928372,6.861519072999999,55.62109202,0
2.95735786,16.82819007,8.143903219,83.31886616,0
2.026755853,15.99339182,10.00412717,115.10464070000002,0
1.4239130430000002,15.79419467,12.3327067,159.8221244,0
1.7650501669999998,15.93367784,12.01973362,163.4455738,0
1.608695652,14.96307801,12.23257712,168.90096540000002,0
2.549331104,16.840539,8.469272542999999,85.32885895,0
1.9105351169999998,17.21663627,10.44684223,117.3494896,0
2.546822742,18.20122515,9.997592919,109.1223064,1
5.2090301,31.04856136,6.075504187000001,36.24292221,1
3.001672241,19.19221546,8.135407752,75.93681641,0
3.844481605,20.60520508,6.229303249,44.61108743,0
1.489966555,15.88437737,11.43541171,137.1097375,0
1.93812709,13.05543306,10.76677732,154.3763954,0
3.1580267560000004,18.74336299,7.375990227999999,64.21722463,0
1.3503344480000001,11.5188594,13.42282403,234.4747022,0
43.53929766,72.11768736,1.3593676469999998,0.35369349299999997,0
2.574414716,15.83221962,8.652778012,92.32657762,0
1.122909699,10.043173199999998,16.32523496,357.73503460000006,0
20.88712375,57.08814813,2.596657076,5.315686965,0
124.26170570000001,75.63747526,-0.11986995800000001,-0.972970887,1
4.099498328,18.71309433,6.03065663,46.74034972,0
55.21237458,78.39269585,1.161472115,0.003675747,1
128.0200669,73.431466,-0.124471665,-0.8992324509999999,1
6.136287625,26.68556512,4.898881291,25.68613431,0
2.132107023,12.44563855,10.251278,158.1902038,0
4.888795987,26.52531147,6.27090405,41.65291446,0
1.72993311,15.26345474,10.94824447,135.8835858,0
2.169732441,15.91723326,9.750990636000001,112.6339385,1
1.845317726,15.02340381,10.42693409,126.739185,0
1.3043478259999999,13.24237704,12.08276419,169.0792518,0
4.260033445,24.273389399999996,7.132636057000001,54.693733400000006,0
1.392976589,13.72920443,13.52875757,213.82941949999997,0
2.946488294,18.89498737,7.916961183,74.50910646,0
4.403846154,25.72071414,6.578057503999999,46.23590602,0
3.546822742,21.86321834,7.15143955,55.45981706,0
2.549331104,21.18243912,8.808880917,79.95013023,0
2.64548495,19.53976491,9.101964353,90.41987814,0
125.264214,82.36350068,-0.141533847,-1.150789277,1
2.318561873,15.33493476,10.59863698,141.67945749999998,0
2.664715719,17.71986941,8.500179149,81.75030009999999,0
4.87458194,26.47487588,6.005516223,37.7959615,0
6.926421405,30.52877809,5.103384105,27.58597695,0
2.1312709030000003,16.26017537,10.64872312,129.2962324,0
2.294314381,15.98123904,10.78479534,139.0383216,0
8.441471572000001,39.11924253,4.635267992,20.39694808,0
4.402173913,22.54014543,6.3770981429999996,47.25639647,0
7.785117057000001,27.56202757,5.014885742,29.18375371,1
1.574414716,16.27831665,11.86690422,151.0970462,0
4.201505017,26.2221733,6.450990922999999,41.88590782,0
3.5710702339999996,23.76914752,7.232109467999999,54.29956407,0
7.816053512000001,32.08623325,4.410365663,19.79754693,0
7.144648828999999,32.11121945,4.938226961,25.10704484,0
9.567725753,31.76159513,3.759209678,15.14567684,0
1.58361204,15.42645295,11.74395471,152.40685569999997,0
1.7642140469999998,14.04250322,10.44301599,134.2599111,0
2.3202341140000002,14.52711541,10.02503483,126.47367,0
2.415551839,18.47298649,9.579030745,103.2228079,0
2.295986622,15.4172519,10.181646,125.54842350000001,0
97.44565217,76.52752946,0.191543281,-1.020215434,1
3.032608696,18.42774301,8.964669623999999,93.63222406,0
3.6789297660000004,20.95437609,7.108818411000001,56.97817231,0
28.22491639,56.72964767,1.740970967,1.5499614869999998,0
5.688963211,26.66430565,5.224111855,29.32918926,0
1.557692308,12.59077472,11.43467599,169.9231026,0
2.24916388,13.98870032,9.584320286,121.87501100000001,0
139.6145485,101.0907789,-0.612073279,-1.5483352559999999,0
3.5409699,26.12980513,7.5785165999999995,57.36771316,1
9.928093645,36.8351409,3.928682999,15.28993929,0
3.822742475,24.55504399,7.154336688,53.80126106,0
6.018394648999999,29.11661473,5.225580902,28.06538175,0
3.5050167219999997,18.93018704,6.877126304,57.21234667,0
1.9138795990000002,12.84933693,11.08968644,165.4244706,0
39.44732441,72.11873386,1.59027261,1.0044650990000001,0
50.03762542,62.76227449,1.508049573,1.452347975,1
23.94314381,62.75567193,2.405720339,4.162780067,0
20.37207358,51.02207394,2.94169165,8.457182358999999,1
3.163879599,20.23610386,7.115673267000001,55.11081835,0
3.586956522,26.6504682,7.939648795,62.64647124,0
1.0861204009999998,10.170869999999999,16.4452854,351.3290111,0
3.97826087,22.4988189,6.7424379,49.89295749,0
5.956521738999999,28.91311137,6.336595217,42.99305409,0
0.95819398,12.08525698,15.61924689,274.31908070000003,1
2.469899666,13.87756775,9.610458689,128.9612193,0
1.928929766,12.695789699999999,10.74133335,158.7933521,0
0.8938127090000001,9.795036377999999,18.0898338,407.79215980000004,0
7.607859532000001,36.09439369,4.977692128999999,24.37546803,0
3.642140468,19.03483947,7.336194079,65.34279299,0
2.933110368,21.07544675,8.274055422,72.87684789,0
6.370401338,26.77137367,4.568810015,22.14886813,0
1.7658862880000001,15.19346938,10.97925989,139.91311919999998,0
0.535953177,8.33784207,25.28186372,733.9610293,0
66.68394649,82.87167484,0.8918934959999999,-0.7046633090000001,0
3.739966555,25.50339556,7.519670043,58.42153033,0
1.927257525,12.77593995,10.63377623,154.88265019999997,0
2.8085284280000002,19.62404063,8.104637583999999,71.59989208,0
27.254180600000005,61.76918364,1.9915310000000002,2.3331721780000003,0
0.743311037,10.06501426,18.61667541,403.6358734,0
3.877926421,19.82583399,7.013077653,57.328794099999996,0
10.08528428,36.67450726,3.718413623,13.15160818,0
23.66053512,55.42796537,2.4519762430000003,5.164108328999999,1
3.906354515,23.60884407,6.973065175,52.17208170000001,0
2.885451505,18.19476814,8.099255716,75.89106417,0
2.66722408,19.69583838,9.074480484,89.40957529,0
27.80769231,63.85544771,2.179749782,3.354892112,1
13.92558528,48.73611952,3.425664022,10.35867391,0
1.8051839459999999,17.41264888,10.93680598,127.8741213,0
2.782608696,15.6036688,8.111232696,85.27914879,0
1.9155518390000001,11.95883655,11.44785067,188.5699184,0
1.642140468,11.14959229,13.09093274,243.00259849999998,0
6.260869565,29.09631981,4.8314806610000005,23.35762378,0
2.397993311,15.63934439,10.05323182,122.73556950000001,0
19.286789300000002,51.10078107,2.5976927030000003,5.612991902,0
0.780936455,10.75675899,16.77272595,323.2942625,0
1.6613712369999998,17.38208856,11.36316959,133.8924026,0
109.57525079999999,82.2437351,-0.090484833,-1.4018768719999999,0
1.227424749,12.03124904,14.08730859,234.4736858,0
1.173913043,14.39463581,14.08772324,213.92244790000004,0
1.95735786,18.37346734,10.403406500000001,114.392908,0
2.463210702,16.3094393,10.01656255,119.2249473,0
2.319397993,17.64083298,9.907935965,107.02884569999999,0
1.005852843,12.100228,15.9737358,291.1461423,0
1.759197324,12.13451119,11.35182764,181.0247493,0
3.6989966560000003,22.6539999,7.179441499,56.96432043,0
87.90468227,86.47995077,0.259049282,-1.5043414730000002,1
